CustomerID,Name,Gender,Age,City,Signup_Date,Last_purchase_date,purchase_amount,feedback_score,Country
870,Neha,nan,59.0,Kolkata,,,-999.0,-1.0,nan
,Ravi,F,43.0,Hyderabad,,2023-08-12,-999.0,3.0,nan
,Simran,nan,-5.0,Hyderabad,2021-06-07,2025-01-01,70.61,-1.0,UK
873,nan,nan,43.0,Pune,,,-999.0,-1.0,India
C874,nan,F,-5.0,nan,2022-04-08,2022-07-30,4205.03,3.0,nan
C875,nan,Male,-5.0,Chennai,,,-999.0,3.0,India
876,Amit,nan,43.0,Hyderabad,2025-12-07,2022-12-05,-999.0,3.0,USA
877,nan,Male,200.0,Kolkata,2021-03-25,2020-08-20,2740.9,3.0,UK
878,Pooja,Male,35.0,Pune,2022-04-17,2022-01-31,2252.21,-1.0,UK
879,nan,F,43.0,Delhi,,,-999.0,3.0,Australia
880,Kiran,nan,-5.0,Bangalore,,,-999.0,10.0,UK
881,Pooja,Female,25.0,Ahmedabad,,,-999.0,-1.0,USA
882,nan,male,-5.0,Chennai,,2021-05-18,2016.77,3.0,Australia
883,Ankit,M,69.0,nan,2025-03-24,2022-11-05,-999.0,-1.0,UK
,nan,M,39.0,Hyderabad,,,-999.0,10.0,nan
885,nan,male,43.0,Hyderabad,2024-10-10,2023-10-08,4527.26,10.0,Australia
,Sneha,nan,43.0,Ahmedabad,,,4276.22,10.0,nan
,Ravi,Male,43.0,Pune,,,-999.0,10.0,Canada
C888,Kiran,nan,43.0,Hyderabad,,,-999.0,-1.0,USA
C889,Neha,Male,-5.0,Mumbai,,2024-09-09,-999.0,3.0,Canada
,Ankit,nan,40.0,Chennai,,,-999.0,3.0,UK
891,Ravi,Female,-5.0,Pune,,,1100.17,10.0,UK
892,Sneha,male,200.0,Bangalore,,,-999.0,10.0,India
C893,Pooja,nan,21.0,Kolkata,,,-999.0,10.0,Australia
C894,Rahul,Female,200.0,Delhi,2025-02-03,,-999.0,-1.0,UK
C895,Simran,Male,43.0,Hyderabad,2022-12-03,,1899.78,10.0,Canada
,Pooja,nan,43.0,Hyderabad,2024-04-17,2022-08-27,-999.0,3.0,UK
,Sneha,F,31.0,Ahmedabad,2022-03-19,2022-01-07,-999.0,10.0,nan
C898,nan,M,200.0,nan,,2023-01-29,2816.94,-1.0,Canada
,nan,M,-5.0,Bangalore,,,-999.0,3.0,Canada
900,Sneha,M,43.0,Delhi,2023-09-15,,-999.0,4.0,UK
901,nan,M,70.0,nan,2022-02-15,2021-02-17,-999.0,3.0,nan
C902,Kiran,nan,200.0,Kolkata,,,3767.6,3.0,UK
903,Simran,male,35.0,nan,,,-999.0,2.0,Australia
C904,Sneha,nan,66.0,Mumbai,,2021-09-21,-999.0,3.0,Canada
C905,Priya,F,200.0,Delhi,,,3835.8,10.0,India
,nan,Female,53.0,Chennai,,,4714.61,10.0,UK
C907,Amit,Male,200.0,Pune,,,-999.0,-1.0,India
C908,Simran,M,48.0,Kolkata,,,-999.0,-1.0,USA
,Ankit,female,31.0,Chennai,2022-10-31,,-999.0,-1.0,UK
910,Sneha,Female,200.0,Pune,2025-01-24,2023-01-27,-999.0,3.0,nan
911,Neha,M,200.0,Mumbai,,,-999.0,-1.0,Australia
912,Kiran,female,200.0,Ahmedabad,,,735.3,4.0,nan
C913,Kiran,male,-5.0,Chennai,2021-08-10,,-999.0,3.0,USA
,Simran,F,200.0,Kolkata,2020-12-04,2024-02-05,-999.0,-1.0,UK
915,Simran,M,26.0,Mumbai,,,3546.76,1.0,Australia
C916,Priya,female,43.0,Kolkata,2022-07-26,,-999.0,-1.0,Australia
917,Sneha,nan,200.0,Delhi,2023-03-02,,-999.0,10.0,Canada
C918,nan,female,-5.0,Hyderabad,,,-999.0,-1.0,Australia
919,Pooja,female,43.0,Mumbai,2020-08-13,2021-06-09,-999.0,-1.0,USA
920,nan,M,43.0,Ahmedabad,2024-02-04,2025-05-30,-999.0,10.0,Australia
921,Rahul,nan,34.0,Hyderabad,2021-01-26,2023-09-16,-999.0,-1.0,India
,Priya,Female,43.0,Kolkata,2024-06-29,2024-11-30,-999.0,-1.0,India
923,nan,Male,200.0,Pune,,,2758.83,10.0,Australia
,Priya,Male,43.0,Mumbai,,2025-09-20,4212.13,1.0,India
925,Ankit,female,43.0,nan,,,4278.73,-1.0,USA
926,Simran,Female,43.0,Mumbai,,,307.25,2.0,India
927,Rahul,nan,58.0,Ahmedabad,2023-01-19,,-999.0,3.0,Canada
928,Kiran,female,43.0,Ahmedabad,2023-05-24,,1897.45,-1.0,UK
929,Ankit,M,43.0,Hyderabad,2024-05-02,2021-12-20,4985.61,3.0,Australia
930,Neha,F,200.0,Hyderabad,2024-10-15,2021-02-02,-999.0,2.0,UK
,Rahul,nan,35.0,Bangalore,,,-999.0,10.0,Australia
932,Rahul,female,57.0,Bangalore,,,-999.0,-1.0,USA
C933,Neha,Female,200.0,Kolkata,2021-04-23,,-999.0,10.0,Canada
,Ravi,male,58.0,Pune,,,-999.0,3.0,UK
935,Neha,female,43.0,Pune,2022-04-02,2024-11-11,-999.0,2.0,nan
936,Neha,male,43.0,Mumbai,2024-05-21,,-999.0,-1.0,UK
937,Kiran,M,200.0,Chennai,,,-999.0,3.0,Canada
938,nan,nan,-5.0,Pune,,,-999.0,10.0,Australia
939,nan,Male,-5.0,Mumbai,,,-999.0,10.0,UK
C940,nan,female,63.0,Pune,,,-999.0,10.0,Australia
C941,Sneha,nan,200.0,Ahmedabad,,,1491.16,10.0,Canada
C942,Sneha,F,62.0,Chennai,2024-03-04,2021-07-11,1700.88,5.0,India
943,Kiran,male,43.0,Ahmedabad,,,227.1,3.0,USA
,Kiran,nan,39.0,Pune,2020-12-30,2020-10-24,-999.0,10.0,USA
,Neha,male,200.0,Bangalore,,,305.11,10.0,India
946,Kiran,nan,48.0,Hyderabad,2025-05-07,,-999.0,3.0,Australia
C947,nan,nan,200.0,Chennai,2021-01-06,,-999.0,-1.0,nan
948,Ankit,Male,-5.0,Mumbai,,,-999.0,-1.0,India
,nan,male,200.0,Bangalore,,,-999.0,1.0,India
C950,Pooja,female,43.0,Pune,2024-09-26,,-999.0,-1.0,nan
951,Priya,Female,200.0,nan,,,-999.0,10.0,USA
C952,Sneha,Female,43.0,Hyderabad,,,-999.0,5.0,Canada
C953,Ravi,M,200.0,Kolkata,2025-05-27,2022-08-13,-999.0,3.0,nan
C954,Ankit,male,200.0,nan,,,-999.0,1.0,UK
,Priya,nan,43.0,Pune,2021-05-21,2025-09-23,-999.0,1.0,Australia
956,Rahul,nan,-5.0,Ahmedabad,,,-999.0,-1.0,nan
957,Pooja,Female,43.0,Delhi,2021-11-07,2022-03-20,-999.0,3.0,USA
,Neha,Male,200.0,Ahmedabad,2023-12-28,,-999.0,3.0,Australia
C959,Rahul,M,-5.0,Pune,2025-04-05,,-999.0,-1.0,UK
,Kiran,nan,43.0,Delhi,,2022-10-01,-999.0,3.0,nan
961,Ankit,Male,52.0,Hyderabad,,2021-10-27,902.14,3.0,nan
,Sneha,female,43.0,Kolkata,,,-999.0,3.0,USA
963,Priya,F,-5.0,Bangalore,2025-12-08,,-999.0,10.0,Canada
,Priya,F,43.0,Chennai,,2024-09-18,-999.0,-1.0,nan
965,nan,Female,29.0,Bangalore,2021-01-02,,2065.11,3.0,Canada
966,Rahul,Male,200.0,nan,,,237.86,-1.0,nan
,nan,male,200.0,Chennai,,,4037.35,5.0,nan
,nan,male,29.0,Kolkata,,,-999.0,3.0,India
,Neha,M,27.0,Hyderabad,,,-999.0,4.0,India
970,Sneha,female,36.0,Chennai,,2020-09-05,-999.0,10.0,India
971,Rahul,F,23.0,Hyderabad,2022-04-11,2021-08-21,-999.0,4.0,India
972,Rahul,male,37.0,Bangalore,,,2088.38,3.0,UK
973,Sneha,Male,-5.0,Bangalore,,2021-06-04,-999.0,-1.0,nan
,nan,F,43.0,Hyderabad,,,-999.0,-1.0,India
975,Pooja,female,43.0,Chennai,2024-04-14,,-999.0,5.0,UK
,nan,Female,200.0,Chennai,,,-999.0,-1.0,Australia
,Sneha,nan,200.0,Mumbai,,,-999.0,-1.0,India
978,Neha,female,21.0,nan,,,-999.0,-1.0,UK
C979,Ravi,nan,43.0,Bangalore,2025-04-15,2020-09-11,-999.0,-1.0,Canada
,Amit,M,200.0,Pune,2023-12-04,,-999.0,3.0,UK
981,Rahul,F,-5.0,nan,,,-999.0,3.0,Canada
,Amit,nan,43.0,Ahmedabad,,,1921.91,3.0,UK
983,nan,male,200.0,nan,,,-999.0,4.0,UK
C984,Pooja,M,-5.0,Pune,,2025-09-25,-999.0,10.0,India
,Amit,Male,24.0,Kolkata,2020-08-20,2021-10-10,-999.0,-1.0,Australia
986,Simran,male,200.0,Hyderabad,2026-01-18,2020-12-28,-999.0,10.0,India
C987,Neha,Male,-5.0,Bangalore,2023-04-24,,-999.0,10.0,Canada
,Neha,Male,200.0,Chennai,2024-10-09,,-999.0,4.0,USA
989,Kiran,Male,37.0,Bangalore,,,-999.0,10.0,nan
,Ankit,F,66.0,Bangalore,,,-999.0,3.0,India
991,Kiran,nan,200.0,Kolkata,2020-12-29,,-999.0,3.0,India
C992,Priya,F,39.0,Pune,2025-08-22,2022-03-13,-999.0,-1.0,Canada
993,Rahul,male,43.0,Delhi,,,-999.0,10.0,Australia
994,Kiran,F,-5.0,Bangalore,2021-07-30,,-999.0,-1.0,USA
995,Priya,Female,43.0,Pune,,,4053.51,3.0,India
C996,Amit,Female,200.0,Delhi,,,-999.0,-1.0,Australia
997,Ravi,female,43.0,nan,2024-11-19,,-999.0,5.0,Canada
998,Neha,female,-5.0,nan,2022-07-22,,-999.0,3.0,Canada
,Ravi,M,200.0,Delhi,,2020-09-03,-999.0,3.0,Canada
,Amit,F,-5.0,Ahmedabad,2024-09-02,,-999.0,-1.0,India
C1001,Pooja,M,200.0,Hyderabad,2025-06-11,,4794.55,3.0,Australia
,Kiran,nan,200.0,Hyderabad,2023-11-02,2025-08-17,-999.0,-1.0,Australia
,Rahul,male,-5.0,Mumbai,,,4481.28,-1.0,India
1004,Simran,female,-5.0,Ahmedabad,2023-03-05,,-999.0,10.0,nan
,Sneha,nan,70.0,nan,2024-01-18,2024-02-25,-999.0,-1.0,UK
1006,Simran,female,200.0,Pune,2024-08-16,,-999.0,10.0,UK
C1007,Sneha,female,64.0,Mumbai,2024-04-27,2021-05-20,3881.78,10.0,Australia
1008,Kiran,Female,43.0,nan,2020-11-05,,3778.07,4.0,Australia
C1009,Pooja,M,200.0,nan,,,-999.0,-1.0,USA
,Ravi,Female,43.0,Ahmedabad,2023-11-30,2021-07-07,-999.0,3.0,UK
1011,Sneha,nan,43.0,Hyderabad,2020-12-24,,-999.0,5.0,Canada
,Neha,Male,54.0,Hyderabad,,,-999.0,-1.0,USA
1013,Priya,nan,200.0,Delhi,,2022-12-06,-999.0,-1.0,nan
1014,Rahul,female,18.0,Hyderabad,,2023-12-12,-999.0,3.0,UK
,Ravi,Male,28.0,Kolkata,,,-999.0,-1.0,Australia
C1016,Pooja,M,-5.0,Chennai,2021-12-29,,1899.43,10.0,USA
1017,Kiran,F,51.0,Ahmedabad,2024-04-02,2022-07-18,-999.0,10.0,Australia
,Kiran,Male,43.0,Chennai,,,-999.0,3.0,India
1019,Sneha,nan,-5.0,Ahmedabad,2020-12-13,,-999.0,10.0,nan
1020,Amit,female,200.0,nan,,,-999.0,-1.0,Canada
,Neha,nan,43.0,Kolkata,2024-11-14,2023-05-16,-999.0,3.0,Australia
C1022,Ravi,F,-5.0,Hyderabad,2025-06-20,,-999.0,-1.0,India
,nan,nan,40.0,Bangalore,2024-01-20,,-999.0,10.0,Australia
C1024,nan,nan,43.0,Bangalore,2023-07-11,,-999.0,1.0,nan
1025,nan,female,57.0,Hyderabad,2024-05-28,,1691.97,10.0,Canada
C1026,Rahul,nan,43.0,Hyderabad,,,-999.0,10.0,UK
C1027,nan,F,-5.0,Pune,,2024-07-13,-999.0,3.0,Canada
1028,nan,nan,43.0,Mumbai,,,-999.0,10.0,Canada
1029,Amit,Female,43.0,nan,2020-11-16,,-999.0,1.0,nan
,Sneha,male,200.0,Chennai,,,-999.0,1.0,Canada
C1031,Ravi,nan,43.0,Delhi,,2022-09-11,780.47,3.0,Canada
C1032,Simran,M,43.0,Ahmedabad,2022-01-23,,1005.0,-1.0,UK
1033,nan,male,26.0,nan,,,114.55,3.0,USA
1034,Ravi,nan,-5.0,Bangalore,,2021-04-11,-999.0,1.0,USA
C1035,Ravi,Male,43.0,Bangalore,2025-09-30,,-999.0,10.0,UK
,Priya,nan,69.0,Pune,2023-08-13,,-999.0,3.0,Australia
C1037,Kiran,F,-5.0,Delhi,2023-08-15,2025-12-27,4331.01,-1.0,USA
1038,Ankit,female,-5.0,Delhi,,,-999.0,10.0,Australia
,Priya,female,200.0,Hyderabad,,,-999.0,10.0,Australia
C1040,Pooja,Female,38.0,Mumbai,2024-09-16,,-999.0,3.0,USA
,Kiran,Male,200.0,Chennai,,,1178.51,4.0,Australia
,Ravi,nan,-5.0,Pune,,,-999.0,3.0,Australia
1043,Neha,nan,200.0,Hyderabad,2024-10-07,,-999.0,1.0,nan
C1044,Kiran,female,43.0,Bangalore,2023-11-10,,2735.28,3.0,Australia
1045,Pooja,Female,200.0,Kolkata,,,-999.0,10.0,India
,Ravi,Male,200.0,Delhi,2023-09-10,,-999.0,3.0,USA
1047,nan,M,43.0,Ahmedabad,2025-06-17,2024-04-19,2190.82,3.0,Canada
,Neha,nan,40.0,Delhi,2025-04-19,2024-08-30,-999.0,10.0,USA
1049,nan,M,43.0,Ahmedabad,2025-07-08,2022-01-31,-999.0,1.0,USA
1050,nan,female,47.0,Kolkata,2021-12-29,,-999.0,-1.0,Australia
,Rahul,female,200.0,Delhi,,,-999.0,-1.0,UK
,Priya,female,54.0,nan,2022-07-15,2024-04-25,-999.0,-1.0,Australia
,Ravi,nan,-5.0,Hyderabad,,,-999.0,3.0,India
C1054,Pooja,Male,200.0,Kolkata,,2023-04-28,-999.0,10.0,USA
1055,Pooja,male,62.0,Ahmedabad,,,3595.13,10.0,nan
C1056,Ankit,M,33.0,Pune,2021-12-13,2025-07-13,-999.0,1.0,USA
1057,Kiran,F,200.0,Bangalore,2024-11-11,,-999.0,10.0,nan
1058,Kiran,F,200.0,Ahmedabad,,2024-09-19,-999.0,3.0,nan
1059,Sneha,Male,43.0,Mumbai,,2025-03-05,-999.0,5.0,USA
1060,nan,nan,43.0,Delhi,2021-10-04,,-999.0,10.0,India
,Rahul,F,-5.0,nan,,,1375.97,3.0,India
1062,Priya,nan,-5.0,Mumbai,,,662.32,5.0,Australia
1063,nan,F,-5.0,Mumbai,,,-999.0,-1.0,UK
1064,Pooja,F,200.0,Chennai,2025-01-03,2024-08-24,-999.0,2.0,nan
,Pooja,nan,-5.0,Hyderabad,,2025-01-18,-999.0,-1.0,India
1066,Priya,Male,43.0,Bangalore,,,3598.98,10.0,nan
1067,Ankit,nan,43.0,Pune,2023-08-31,,-999.0,-1.0,nan
,Ankit,M,31.0,Chennai,,,55.81,-1.0,nan
1069,Kiran,nan,49.0,Ahmedabad,2024-12-18,2023-06-13,-999.0,10.0,USA
1070,Priya,nan,200.0,Mumbai,,2023-08-19,-999.0,3.0,India
1071,Simran,female,-5.0,Chennai,2020-09-03,,-999.0,10.0,UK
,Ravi,male,42.0,Bangalore,,,4511.85,-1.0,Australia
,Simran,F,46.0,Mumbai,2021-07-16,,-999.0,10.0,nan
1074,Pooja,Female,200.0,Hyderabad,,,4653.27,5.0,UK
,Rahul,male,43.0,Mumbai,2021-06-04,,-999.0,10.0,USA
1076,Priya,Female,-5.0,Mumbai,2024-02-18,2025-03-19,-999.0,-1.0,USA
C1077,Priya,Male,200.0,Ahmedabad,,,417.11,10.0,Canada
1078,Kiran,F,-5.0,Ahmedabad,,,-999.0,-1.0,nan
1079,Amit,nan,-5.0,nan,,,-999.0,10.0,UK
,Ravi,Male,200.0,Ahmedabad,2024-09-11,2024-06-04,-999.0,3.0,Canada
,Ravi,Female,200.0,Hyderabad,,,-999.0,10.0,India
,Neha,nan,200.0,Chennai,2025-07-07,,-999.0,3.0,USA
1083,Neha,Female,23.0,Ahmedabad,,2024-01-02,-999.0,3.0,India
1084,Neha,M,200.0,Kolkata,2025-11-27,2024-12-21,-999.0,3.0,nan
C1085,Simran,M,43.0,Chennai,,2024-04-17,-999.0,10.0,Australia
1086,Sneha,male,-5.0,nan,2024-05-04,,-999.0,3.0,UK
C1087,Ankit,female,36.0,Hyderabad,2025-09-24,,-999.0,3.0,Australia
,Priya,nan,200.0,Kolkata,,,-999.0,4.0,India
C1089,Ravi,F,-5.0,Mumbai,2024-03-07,,-999.0,-1.0,Australia
C1090,Rahul,female,43.0,Hyderabad,,2025-04-25,-999.0,10.0,Australia
1091,Simran,M,200.0,Mumbai,,,-999.0,5.0,Canada
1092,nan,Female,200.0,Delhi,,2022-05-30,-999.0,-1.0,Canada
C1093,Neha,Female,-5.0,nan,2021-09-24,,-999.0,10.0,UK
1094,Kiran,Male,200.0,Mumbai,2023-01-04,,-999.0,-1.0,UK
,Pooja,F,-5.0,Chennai,,,-999.0,3.0,Australia
,Neha,Male,64.0,Bangalore,2023-03-12,,-999.0,2.0,Canada
1097,Rahul,Female,-5.0,Hyderabad,2022-09-01,,-999.0,-1.0,UK
C1098,Neha,male,200.0,Hyderabad,2023-12-07,,-999.0,3.0,USA
,nan,Male,39.0,Delhi,2022-11-05,,-999.0,4.0,Canada
1100,nan,M,200.0,Chennai,2020-11-02,,-999.0,5.0,India
1101,nan,M,200.0,Pune,,,-999.0,3.0,Canada
,Amit,Female,200.0,Chennai,2025-08-01,,-999.0,5.0,UK
1103,nan,nan,-5.0,Pune,,,-999.0,-1.0,UK
C1104,nan,M,200.0,Chennai,,,-999.0,3.0,Canada
1105,Simran,male,43.0,Chennai,,,-999.0,3.0,UK
1106,Neha,Female,69.0,Ahmedabad,,,-999.0,10.0,UK
C1107,Pooja,nan,200.0,Pune,2021-09-29,2021-06-21,-999.0,10.0,nan
,Amit,nan,23.0,nan,,,4207.31,-1.0,Canada
C1109,Amit,nan,51.0,Ahmedabad,,2025-08-13,-999.0,3.0,nan
,Kiran,nan,-5.0,Ahmedabad,,2022-04-19,-999.0,10.0,USA
1111,Ankit,F,200.0,Hyderabad,2024-05-18,2022-10-29,-999.0,10.0,Australia
C1112,Pooja,Male,43.0,Kolkata,2022-10-07,,-999.0,3.0,Canada
1113,Ankit,male,-5.0,Delhi,,2022-02-28,1052.31,10.0,Australia
1114,Neha,F,50.0,Mumbai,2025-08-29,,1424.37,10.0,nan
1115,Pooja,male,200.0,Bangalore,2025-03-20,,-999.0,3.0,Canada
,Sneha,M,-5.0,Ahmedabad,2021-01-09,,-999.0,-1.0,Canada
1117,Ankit,Female,200.0,Mumbai,2020-09-18,,-999.0,3.0,Canada
1118,Priya,female,44.0,Kolkata,2025-08-12,,-999.0,10.0,USA
C1119,Rahul,nan,-5.0,Delhi,2024-01-30,2025-08-13,-999.0,-1.0,UK
1120,Kiran,Female,68.0,Hyderabad,2023-03-17,2022-05-16,-999.0,-1.0,India
1121,Rahul,Male,-5.0,Ahmedabad,2020-10-31,,-999.0,1.0,nan
C1122,Sneha,female,200.0,Kolkata,2022-10-04,2025-05-25,-999.0,2.0,Canada
,nan,F,24.0,Kolkata,2021-07-07,2022-01-18,-999.0,-1.0,USA
1124,Ravi,nan,-5.0,Hyderabad,,,-999.0,10.0,UK
C1125,Ravi,M,47.0,Hyderabad,,2022-05-16,-999.0,3.0,India
,Sneha,Female,50.0,Mumbai,,,-999.0,3.0,India
C1127,nan,Male,-5.0,Mumbai,,,-999.0,10.0,UK
1128,Sneha,Male,43.0,Mumbai,,,-999.0,10.0,UK
1129,Amit,F,-5.0,Chennai,2023-05-30,,-999.0,3.0,Australia
1130,Neha,female,43.0,Bangalore,2023-03-07,,-999.0,-1.0,nan
,Ankit,male,31.0,Hyderabad,,,-999.0,3.0,Australia
,nan,male,200.0,Chennai,,,-999.0,10.0,Australia
1133,Kiran,nan,28.0,nan,,2025-09-13,-999.0,-1.0,nan
1134,nan,nan,43.0,Bangalore,2021-10-15,,-999.0,10.0,India
C1135,nan,female,-5.0,nan,2022-09-23,,184.79,3.0,nan
,Neha,M,43.0,Kolkata,,,2437.37,3.0,Australia
1137,Ravi,male,-5.0,Chennai,,,-999.0,10.0,Australia
1138,Priya,nan,43.0,Pune,,,-999.0,10.0,USA
1139,Amit,Female,43.0,Delhi,,,4667.46,-1.0,UK
1140,Amit,female,200.0,Bangalore,,,-999.0,-1.0,UK
,Pooja,nan,43.0,Mumbai,,,1589.57,3.0,Canada
1142,Kiran,Female,-5.0,Ahmedabad,2021-08-01,2021-03-04,-999.0,3.0,Australia
,nan,Male,43.0,Hyderabad,,,4388.6,-1.0,India
1144,Amit,Female,200.0,Pune,,,-999.0,-1.0,Canada
1145,Kiran,M,43.0,Delhi,2020-12-25,,-999.0,-1.0,UK
1146,Sneha,Male,29.0,Pune,,,-999.0,3.0,UK
1147,Amit,female,200.0,Chennai,2024-04-22,2020-09-07,3035.4,-1.0,nan
1148,Priya,Male,-5.0,Pune,,2024-06-17,-999.0,-1.0,Australia
,Ravi,F,-5.0,Ahmedabad,2021-07-11,,-999.0,10.0,India
1150,Ankit,Male,48.0,Ahmedabad,,,-999.0,3.0,UK
,nan,nan,-5.0,Delhi,2025-12-07,2024-03-28,-999.0,10.0,nan
C1152,nan,F,-5.0,Mumbai,2024-02-13,,-999.0,10.0,India
1153,Kiran,female,43.0,Hyderabad,,,-999.0,-1.0,UK
1154,nan,Female,43.0,Kolkata,,2021-12-27,535.96,-1.0,USA
1155,nan,female,200.0,Mumbai,2023-06-04,2022-01-15,-999.0,-1.0,nan
1156,Ankit,nan,200.0,Mumbai,,2023-02-02,-999.0,-1.0,India
1157,Rahul,male,18.0,Bangalore,2023-12-06,,-999.0,10.0,India
C1158,Pooja,Female,43.0,nan,,,-999.0,-1.0,nan
1159,nan,male,35.0,Pune,,,-999.0,2.0,Canada
C1160,Neha,male,29.0,Ahmedabad,,2021-02-01,-999.0,3.0,nan
1161,Ankit,F,41.0,Kolkata,,2023-04-30,130.55,-1.0,Australia
,Priya,nan,54.0,Hyderabad,,2023-05-06,-999.0,-1.0,Canada
1163,Ankit,nan,-5.0,Hyderabad,,2022-04-18,-999.0,4.0,Canada
1164,Simran,Female,-5.0,Kolkata,2024-02-23,2023-07-25,1503.15,3.0,UK
,Ankit,Female,200.0,Mumbai,,2023-06-27,636.9,10.0,Australia
1166,Amit,nan,43.0,nan,2025-11-30,,-999.0,4.0,USA
,Pooja,nan,-5.0,Hyderabad,2021-05-27,,-999.0,5.0,India
1168,nan,M,25.0,Mumbai,2023-07-15,,-999.0,1.0,Canada
C1169,Simran,nan,26.0,Mumbai,2023-12-22,,1543.13,4.0,USA
1170,Rahul,M,200.0,Chennai,,2024-12-23,4704.03,3.0,nan
C1171,nan,nan,-5.0,Mumbai,2021-03-12,,-999.0,3.0,UK
1172,Amit,Male,-5.0,Delhi,,,-999.0,3.0,nan
1173,Pooja,female,-5.0,Delhi,,,-999.0,3.0,UK
,Rahul,Male,43.0,Delhi,,,-999.0,10.0,nan
1175,Kiran,Male,43.0,nan,,,-999.0,5.0,nan
1176,nan,M,37.0,Kolkata,2020-09-25,,-999.0,3.0,USA
1177,Ravi,F,43.0,Ahmedabad,2024-09-26,,-999.0,10.0,Australia
1178,nan,nan,43.0,Chennai,2025-05-18,,-999.0,-1.0,India
1179,Amit,nan,70.0,Bangalore,2021-02-22,,-999.0,3.0,Canada
,Rahul,Male,43.0,Kolkata,,,404.07,4.0,India
1181,Sneha,M,43.0,Ahmedabad,2021-02-17,,-999.0,-1.0,Canada
1182,Rahul,F,64.0,Pune,,,-999.0,10.0,UK
,nan,F,200.0,Pune,2020-12-26,,-999.0,1.0,India
1184,Rahul,M,200.0,Ahmedabad,,2021-12-03,4357.12,2.0,Canada
,Sneha,female,55.0,Bangalore,2023-11-22,,3960.02,3.0,UK
1186,Amit,Female,43.0,Bangalore,2024-05-05,,-999.0,-1.0,USA
1187,Ankit,nan,-5.0,Kolkata,,,183.8,3.0,Canada
C1188,Simran,Female,43.0,Bangalore,2024-11-07,,-999.0,10.0,nan
1189,Rahul,nan,43.0,nan,,,395.44,10.0,India
1190,Pooja,female,-5.0,Pune,,,-999.0,-1.0,Canada
1191,Simran,Female,200.0,Bangalore,,2023-08-30,-999.0,4.0,Canada
,Ankit,female,-5.0,Ahmedabad,,,-999.0,10.0,UK
1193,Simran,nan,200.0,nan,,,1135.54,3.0,India
C1194,Ravi,Female,43.0,Bangalore,2021-10-20,,2430.68,10.0,India
C1195,Sneha,nan,43.0,Kolkata,,,-999.0,10.0,USA
C1196,Priya,M,-5.0,nan,,2025-05-20,-999.0,10.0,Australia
1197,Pooja,M,43.0,Bangalore,,2025-01-22,-999.0,2.0,Australia
C1198,Pooja,nan,-5.0,Chennai,2024-07-16,,-999.0,4.0,Canada
1199,Ravi,Male,43.0,Mumbai,2024-05-09,,-999.0,-1.0,Australia
,nan,male,200.0,Bangalore,,,-999.0,3.0,USA
1201,Kiran,Male,-5.0,Chennai,,,-999.0,10.0,Canada
1202,Rahul,Female,47.0,Bangalore,2021-05-31,,1150.79,10.0,India
1203,nan,nan,43.0,Ahmedabad,,2022-04-25,-999.0,10.0,India
C1204,Ankit,Female,43.0,Pune,2023-03-29,,-999.0,10.0,nan
1205,Simran,F,-5.0,Hyderabad,,,-999.0,10.0,India
1206,Amit,Male,200.0,Delhi,2024-12-06,,-999.0,10.0,nan
1207,nan,male,-5.0,Ahmedabad,,,-999.0,5.0,UK
,nan,female,-5.0,Mumbai,2026-01-26,2023-07-07,-999.0,2.0,nan
1209,Neha,nan,-5.0,Mumbai,,,699.76,2.0,Canada
,Ankit,female,-5.0,nan,2024-06-06,,-999.0,3.0,UK
,Ravi,male,-5.0,nan,2022-02-08,,-999.0,3.0,UK
,nan,M,-5.0,Bangalore,,2022-10-15,-999.0,3.0,USA
1213,Rahul,Male,43.0,Chennai,,,4507.22,3.0,USA
,nan,M,56.0,Ahmedabad,,,3983.15,10.0,India
1215,nan,Female,200.0,Kolkata,2024-03-30,,-999.0,3.0,India
C1216,nan,Female,-5.0,Kolkata,,,-999.0,10.0,USA
,Pooja,female,-5.0,Chennai,2021-07-09,,-999.0,-1.0,Canada
1218,nan,Female,43.0,Mumbai,2025-10-31,,-999.0,3.0,UK
,Ankit,F,54.0,Bangalore,,,-999.0,10.0,Australia
C1220,Pooja,Female,43.0,Hyderabad,2021-04-13,,-999.0,3.0,nan
C1221,Sneha,male,-5.0,Ahmedabad,2020-11-07,,-999.0,-1.0,India
1222,nan,Male,43.0,Chennai,2024-09-17,2020-11-05,-999.0,5.0,nan
1223,Rahul,Female,-5.0,Pune,2023-12-13,2023-01-17,-999.0,3.0,Canada
,Neha,nan,20.0,Hyderabad,,,-999.0,3.0,Australia
1225,Neha,nan,-5.0,Bangalore,,,2932.27,-1.0,Canada
,Rahul,nan,22.0,Delhi,2023-09-07,,-999.0,-1.0,nan
1227,Neha,Female,200.0,Chennai,2020-12-01,2022-03-17,-999.0,1.0,Canada
1228,Neha,male,-5.0,Mumbai,2025-05-17,,1923.85,3.0,nan
1229,Ravi,nan,64.0,Bangalore,,,-999.0,3.0,USA
1230,Ankit,female,41.0,Delhi,,,-999.0,-1.0,UK
C1231,Ravi,F,48.0,Delhi,2024-07-31,2023-04-01,-999.0,-1.0,UK
,Pooja,F,200.0,Kolkata,,,850.59,10.0,India
1233,nan,nan,48.0,nan,,,-999.0,3.0,nan
1234,Kiran,female,43.0,Delhi,2023-05-19,,-999.0,10.0,UK
